game_id,league_id,team_id_home,team_abbreviation_home,team_city_home,pts_paint_home,pts_2nd_chance_home,pts_fb_home,largest_lead_home,lead_changes,times_tied,team_turnovers_home,total_turnovers_home,team_rebounds_home,pts_off_to_home,team_id_away,team_abbreviation_away,team_city_away,pts_paint_away,pts_2nd_chance_away,pts_fb_away,largest_lead_away,team_turnovers_away,total_turnovers_away,team_rebounds_away,pts_off_to_away
22100733,0,1610612755,PHI,Philadelphia,48,4,12,22,5,3,1.0,15.0,13.0,14.0,1610612747,LAL,Los Angeles,48,12,14,3,2.0,19.0,4.0,18.0
22100735,0,1610612747,LAL,Los Angeles,38,14,7,0,0,1,1.0,7.0,10.0,7.0,1610612766,CHA,Charlotte,58,12,17,20,1.0,12.0,6.0,17.0
22100751,0,1610612747,LAL,Los Angeles,50,4,13,11,16,9,1.0,13.0,8.0,11.0,1610612737,ATL,Atlanta,62,6,18,8,0.0,12.0,6.0,19.0
22100781,0,1610612747,LAL,Los Angeles,32,10,11,13,4,4,1.0,17.0,9.0,24.0,1610612757,POR,Portland,40,15,16,6,1.0,13.0,11.0,1.0
22100799,0,1610612752,NYK,New York,48,12,25,21,5,5,0.0,14.0,14.0,18.0,1610612747,LAL,Los Angeles,72,21,17,9,0.0,13.0,7.0,20.0
22100822,0,1610612747,LAL,Los Angeles,64,17,9,2,8,2,0.0,16.0,8.0,25.0,1610612749,MIL,Milwaukee,64,17,15,30,1.0,12.0,14.0,11.0
22100854,0,1610612747,LAL,Los Angeles,56,10,17,6,8,7,1.0,9.0,7.0,12.0,1610612744,GSW,Golden State,46,21,17,15,0.0,9.0,12.0,8.0
22100884,0,1610612762,UTA,Utah,46,12,13,14,4,6,0.0,13.0,6.0,14.0,1610612747,LAL,Los Angeles,52,16,16,11,1.0,12.0,7.0,12.0
22100919,0,1610612740,NOP,New Orleans,56,12,26,32,4,2,0.0,15.0,7.0,22.0,1610612747,LAL,Los Angeles,52,12,12,4,0.0,23.0,9.0,25.0
22100931,0,1610612742,DAL,Dallas,60,19,17,21,7,9,1.0,14.0,10.0,12.0,1610612747,LAL,Los Angeles,42,8,17,6,0.0,12.0,8.0,14.0
22100945,0,1610612746,LAC,LA,52,19,19,30,2,3,2.0,12.0,4.0,15.0,1610612747,LAL,Los Angeles,54,14,27,6,0.0,14.0,6.0,24.0
22100959,0,1610612747,LAL,Los Angeles,48,21,18,14,9,9,3.0,20.0,8.0,22.0,1610612744,GSW,Golden State,54,19,23,14,0.0,16.0,8.0,22.0
22100985,0,1610612745,HOU,Houston,62,19,14,12,13,9,4.0,20.0,5.0,19.0,1610612747,LAL,Los Angeles,52,15,16,8,0.0,16.0,10.0,16.0
22101004,0,1610612764,WAS,Washington,52,19,18,9,9,8,1.0,11.0,11.0,13.0,1610612747,LAL,Los Angeles,56,10,15,18,2.0,9.0,10.0,9.0
22101019,0,1610612756,PHX,Phoenix,76,19,28,35,2,2,2.0,11.0,0.0,15.0,1610612747,LAL,Los Angeles,36,13,11,4,0.0,19.0,11.0,26.0
22101028,0,1610612747,LAL,Los Angeles,36,9,19,0,0,0,0.0,13.0,9.0,14.0,1610612761,TOR,Toronto,54,17,20,28,1.0,13.0,11.0,16.0
22101039,0,1610612750,MIN,Minnesota,42,17,16,25,0,1,1.0,17.0,12.0,17.0,1610612747,LAL,Los Angeles,50,15,17,0,0.0,14.0,14.0,11.0
22101061,0,1610612747,LAL,Los Angeles,58,12,10,16,7,4,3.0,15.0,6.0,19.0,1610612764,WAS,Washington,40,7,13,8,1.0,8.0,7.0,11.0
22101072,0,1610612747,LAL,Los Angeles,64,10,22,13,8,5,0.0,8.0,6.0,8.0,1610612739,CLE,Cleveland,52,11,20,14,0.0,12.0,3.0,18.0
22101093,0,1610612747,LAL,Los Angeles,66,22,11,7,4,6,0.0,12.0,8.0,15.0,1610612755,PHI,Philadelphia,60,7,13,14,0.0,7.0,7.0,14.0
22101119,0,1610612747,LAL,Los Angeles,52,12,13,23,3,3,0.0,15.0,6.0,21.0,1610612740,NOP,New Orleans,52,14,13,8,0.0,7.0,10.0,11.0
22101134,0,1610612747,LAL,Los Angeles,46,20,2,0,0,0,0.0,9.0,2.0,11.0,1610612742,DAL,Dallas,46,14,12,37,1.0,8.0,4.0,9.0
22101150,0,1610612762,UTA,Utah,56,20,14,18,0,1,0.0,8.0,12.0,16.0,1610612747,LAL,Los Angeles,54,19,2,0,0.0,11.0,10.0,14.0
22101160,0,1610612740,NOP,New Orleans,44,6,16,5,13,15,2.0,15.0,6.0,17.0,1610612747,LAL,Los Angeles,46,6,17,6,2.0,17.0,11.0,18.0
22101168,0,1610612743,DEN,Denver,60,8,13,11,19,6,0.0,12.0,2.0,15.0,1610612747,LAL,Los Angeles,68,8,18,9,1.0,13.0,11.0,18.0
22101189,0,1610612756,PHX,Phoenix,56,14,21,26,6,5,0.0,14.0,1.0,20.0,1610612747,LAL,Los Angeles,46,9,14,8,0.0,16.0,8.0,24.0
22101202,0,1610612744,GSW,Golden State,58,13,10,18,15,6,0.0,15.0,3.0,22.0,1610612747,LAL,Los Angeles,46,11,22,9,1.0,19.0,11.0,21.0
22101211,0,1610612760,OKC,Oklahoma City,64,13,5,7,16,9,0.0,14.0,4.0,17.0,1610612747,LAL,Los Angeles,58,12,21,21,1.0,10.0,10.0,11.0
22101220,0,1610612743,DEN,Denver,54,8,21,17,17,10,0.0,14.0,11.0,16.0,1610612747,LAL,Los Angeles,52,16,21,8,0.0,13.0,8.0,21.0
12100001,0,1610612747,LAL,Los Angeles,36,12,13,3,1,1,0.0,16.0,12.0,21.0,1610612751,BKN,Brooklyn,52,23,11,30,0.0,16.0,15.0,25.0
12100031,0,1610612747,LAL,Los Angeles,44,22,5,7,6,1,0.0,27.0,15.0,32.0,1610612744,GSW,Golden State,42,8,18,22,0.0,15.0,6.0,11.0
12100038,0,1610612747,LAL,Los Angeles,30,14,17,2,2,4,0.0,23.0,8.0,32.0,1610612756,PHX,Phoenix,58,19,10,31,1.0,21.0,5.0,16.0
12100058,0,1610612747,LAL,Los Angeles,62,19,17,8,7,7,1.0,16.0,9.0,20.0,1610612758,SAC,Sacramento,40,17,15,14,0.0,11.0,9.0,18.0
22200002,0,1610612747,LAL,Los Angeles,60,4,27,2,1,2,1.0,22.0,10.0,27.0,1610612744,GSW,Golden State,38,10,17,27,0.0,18.0,14.0,17.0
22200016,0,1610612746,LAC,LA,36,14,16,16,7,9,1.0,23.0,15.0,21.0,1610612747,LAL,Los Angeles,40,8,15,3,0.0,10.0,8.0,10.0
22200037,0,1610612747,LAL,Los Angeles,66,10,19,8,7,5,0.0,13.0,7.0,19.0,1610612757,POR,Portland,38,14,15,12,0.0,19.0,8.0,17.0
22200064,0,1610612743,DEN,Denver,60,15,35,18,7,6,0.0,11.0,4.0,14.0,1610612747,LAL,Los Angeles,56,8,18,2,0.0,14.0,4.0,18.0
22200076,0,1610612747,LAL,Los Angeles,56,12,16,3,6,4,0.0,22.0,12.0,25.0,1610612750,MIN,Minnesota,46,8,22,10,0.0,10.0,10.0,9.0
22200095,0,1610612747,LAL,Los Angeles,48,25,14,13,5,7,1.0,9.0,8.0,6.0,1610612743,DEN,Denver,44,18,9,10,0.0,9.0,7.0,11.0
22200117,0,1610612747,LAL,Los Angeles,66,16,20,16,15,12,1.0,18.0,4.0,19.0,1610612740,NOP,New Orleans,64,12,17,7,1.0,14.0,6.0,22.0
22200131,0,1610612762,UTA,Utah,64,25,12,16,5,3,0.0,8.0,4.0,13.0,1610612747,LAL,Los Angeles,56,14,25,5,0.0,11.0,6.0,17.0
22200140,0,1610612739,CLE,Cleveland,48,18,15,17,3,3,2.0,14.0,9.0,9.0,1610612747,LAL,Los Angeles,56,16,16,12,1.0,17.0,7.0,21.0
22200157,0,1610612747,LAL,Los Angeles,52,9,11,5,7,2,0.0,16.0,7.0,21.0,1610612762,UTA,Utah,58,19,20,25,1.0,15.0,11.0,21.0
22200170,0,1610612746,LAC,LA,38,5,9,17,2,3,0.0,15.0,8.0,20.0,1610612747,LAL,Los Angeles,52,7,20,4,1.0,16.0,8.0,19.0
22200198,0,1610612747,LAL,Los Angeles,56,15,4,18,0,1,0.0,9.0,8.0,10.0,1610612751,BKN,Brooklyn,48,8,14,0,1.0,13.0,7.0,14.0
22200234,0,1610612765,DET,Detroit,50,19,18,14,17,12,0.0,11.0,12.0,9.0,1610612747,LAL,Los Angeles,66,14,11,14,0.0,16.0,4.0,22.0
22200247,0,1610612747,LAL,Los Angeles,60,6,15,34,1,2,0.0,15.0,9.0,18.0,1610612759,SAS,San Antonio,58,15,15,2,0.0,10.0,7.0,11.0
22200259,0,1610612747,LAL,Los Angeles,52,9,11,4,7,7,0.0,17.0,11.0,16.0,1610612756,PHX,Phoenix,42,8,16,14,0.0,15.0,6.0,11.0
22200282,0,1610612759,SAS,San Antonio,56,19,14,0,0,0,0.0,16.0,6.0,20.0,1610612747,LAL,Los Angeles,58,14,24,20,1.0,22.0,7.0,21.0
22200288,0,1610612759,SAS,San Antonio,66,25,39,11,11,7,0.0,10.0,4.0,10.0,1610612747,LAL,Los Angeles,44,9,20,16,0.0,17.0,7.0,24.0
22200324,0,1610612757,POR,Portland,64,11,12,11,9,5,2.0,12.0,6.0,10.0,1610612747,LAL,Los Angeles,64,27,14,19,1.0,8.0,10.0,10.0
22200331,0,1610612747,LAL,Los Angeles,70,14,12,14,11,7,0.0,4.0,8.0,4.0,1610612749,MIL,Milwaukee,54,14,14,6,1.0,10.0,3.0,12.0
22200349,0,1610612747,LAL,Los Angeles,72,11,15,29,2,2,0.0,15.0,6.0,20.0,1610612764,WAS,Washington,62,11,10,5,0.0,10.0,9.0,13.0
22200366,0,1610612747,LAL,Los Angeles,52,17,23,0,0,0,0.0,15.0,7.0,22.0,1610612761,TOR,Toronto,58,24,28,27,0.0,11.0,9.0,13.0
22200396,0,1610612765,DET,Detroit,40,10,13,1,1,2,0.0,12.0,9.0,13.0,1610612747,LAL,Los Angeles,52,6,13,14,0.0,11.0,6.0,12.0
22200413,0,1610612738,BOS,Boston,46,13,16,20,4,2,0.0,14.0,10.0,23.0,1610612747,LAL,Los Angeles,68,8,26,13,1.0,12.0,10.0,25.0
22200437,0,1610612747,LAL,Los Angeles,64,18,28,22,13,11,1.0,15.0,7.0,22.0,1610612743,DEN,Denver,56,6,20,12,0.0,19.0,7.0,28.0
22200451,0,1610612747,LAL,Los Angeles,66,10,21,14,14,8,0.0,9.0,9.0,9.0,1610612764,WAS,Washington,58,14,14,8,0.0,10.0,8.0,10.0
22200475,0,1610612758,SAC,Sacramento,58,18,11,23,15,9,0.0,12.0,11.0,16.0,1610612747,LAL,Los Angeles,50,7,15,5,0.0,15.0,5.0,12.0
22200492,0,1610612766,CHA,Charlotte,62,14,29,16,4,4,0.0,16.0,6.0,11.0,1610612747,LAL,Los Angeles,50,18,10,9,0.0,17.0,8.0,32.0
22200494,0,1610612747,LAL,Los Angeles,42,9,18,14,1,1,2.0,10.0,10.0,15.0,1610612742,DAL,Dallas,44,11,4,21,0.0,11.0,9.0,13.0
22200518,0,1610612747,LAL,Los Angeles,40,9,6,3,11,9,2.0,26.0,8.0,31.0,1610612748,MIA,Miami,52,19,6,22,1.0,6.0,6.0,2.0
22200551,0,1610612747,LAL,Los Angeles,56,4,19,24,1,1,1.0,15.0,8.0,10.0,1610612766,CHA,Charlotte,54,6,17,2,0.0,14.0,9.0,15.0
22200574,0,1610612747,LAL,Los Angeles,60,14,9,13,18,10,0.0,17.0,10.0,23.0,1610612748,MIA,Miami,66,28,12,6,0.0,13.0,10.0,11.0
22200590,0,1610612737,ATL,Atlanta,50,12,12,0,0,0,0.0,12.0,7.0,11.0,1610612747,LAL,Los Angeles,66,13,26,26,2.0,18.0,6.0,20.0
22200595,0,1610612747,LAL,Los Angeles,70,12,8,9,18,20,0.0,17.0,5.0,28.0,1610612758,SAC,Sacramento,48,17,7,8,0.0,14.0,9.0,19.0
22200609,0,1610612747,LAL,Los Angeles,52,11,11,3,4,5,1.0,14.0,7.0,23.0,1610612743,DEN,Denver,52,20,21,20,0.0,17.0,7.0,15.0
22200630,0,1610612742,DAL,Dallas,60,4,8,19,9,10,3.0,19.0,13.0,18.0,1610612747,LAL,Los Angeles,64,23,18,3,1.0,10.0,11.0,7.0
22200655,0,1610612755,PHI,Philadelphia,52,6,5,8,23,18,1.0,10.0,8.0,13.0,1610612747,LAL,Los Angeles,70,8,18,5,2.0,11.0,4.0,8.0
22200664,0,1610612747,LAL,Los Angeles,60,15,27,16,4,5,0.0,2.0,7.0,4.0,1610612745,HOU,Houston,72,21,7,2,0.0,8.0,12.0,12.0
22200705,0,1610612757,POR,Portland,38,16,17,25,4,3,1.0,12.0,4.0,15.0,1610612747,LAL,Los Angeles,62,15,21,14,1.0,13.0,7.0,19.0
22200719,0,1610612746,LAC,LA,50,7,11,23,0,0,3.0,15.0,4.0,16.0,1610612747,LAL,Los Angeles,50,17,11,0,1.0,7.0,15.0,13.0
22200729,0,1610612747,LAL,Los Angeles,48,15,29,14,11,5,1.0,20.0,13.0,17.0,1610612759,SAS,San Antonio,58,18,25,10,0.0,14.0,8.0,10.0
22200749,0,1610612747,LAL,Los Angeles,62,24,16,11,19,15,0.0,12.0,13.0,17.0,1610612738,BOS,Boston,44,11,22,9,0.0,12.0,7.0,13.0
22200757,0,1610612747,LAL,Los Angeles,38,17,6,7,6,3,0.0,14.0,14.0,21.0,1610612751,BKN,Brooklyn,42,10,17,19,2.0,11.0,5.0,11.0
22200765,0,1610612752,NYK,New York,62,15,8,8,15,14,0.0,9.0,8.0,11.0,1610612747,LAL,Los Angeles,54,8,9,10,0.0,14.0,15.0,22.0
22200798,0,1610612740,NOP,New Orleans,62,16,12,7,3,8,1.0,11.0,6.0,12.0,1610612747,LAL,Los Angeles,58,12,23,12,0.0,9.0,9.0,14.0
22200821,0,1610612747,LAL,Los Angeles,62,10,23,5,19,9,1.0,21.0,8.0,27.0,1610612760,OKC,Oklahoma City,52,9,22,15,1.0,13.0,5.0,18.0
22200853,0,1610612747,LAL,Los Angeles,50,16,13,7,11,14,1.0,16.0,8.0,21.0,1610612744,GSW,Golden State,44,9,18,8,1.0,16.0,8.0,11.0
22200882,0,1610612740,NOP,New Orleans,48,14,6,0,0,0,0.0,15.0,7.0,20.0,1610612747,LAL,Los Angeles,56,14,19,20,1.0,11.0,10.0,8.0
22200913,0,1610612742,DAL,Dallas,32,10,19,27,15,6,1.0,17.0,7.0,20.0,1610612747,LAL,Los Angeles,62,18,24,4,1.0,11.0,9.0,9.0
22200927,0,1610612763,MEM,Memphis,86,12,33,14,14,20,1.0,7.0,10.0,9.0,1610612747,LAL,Los Angeles,48,13,15,6,0.0,26.0,3.0,41.0
22200955,0,1610612750,MIN,Minnesota,56,8,26,14,8,4,1.0,14.0,9.0,12.0,1610612747,LAL,Los Angeles,44,12,10,7,0.0,15.0,10.0,18.0
22200964,0,1610612744,GSW,Golden State,26,7,16,3,1,2,1.0,13.0,11.0,16.0,1610612747,LAL,Los Angeles,40,12,7,20,2.0,9.0,16.0,9.0
22200984,0,1610612763,MEM,Memphis,50,10,13,6,15,13,0.0,7.0,6.0,15.0,1610612747,LAL,Los Angeles,52,8,20,9,2.0,15.0,11.0,14.0
22201003,0,1610612747,LAL,Los Angeles,56,7,13,12,17,7,1.0,21.0,7.0,26.0,1610612761,TOR,Toronto,66,14,20,15,0.0,13.0,5.0,17.0
22201019,0,1610612752,NYK,New York,56,14,21,10,11,7,0.0,11.0,7.0,17.0,1610612747,LAL,Los Angeles,50,11,25,7,0.0,11.0,13.0,9.0
22201030,0,1610612747,LAL,Los Angeles,38,21,15,40,0,0,1.0,18.0,5.0,13.0,1610612740,NOP,New Orleans,56,17,5,0,0.0,12.0,10.0,18.0
22201038,0,1610612747,LAL,Los Angeles,46,10,20,1,1,0,2.0,10.0,14.0,8.0,1610612745,HOU,Houston,78,20,7,18,1.0,18.0,10.0,15.0
22201070,0,1610612753,ORL,Orlando,52,17,8,9,3,3,0.0,8.0,11.0,7.0,1610612747,LAL,Los Angeles,38,15,8,16,0.0,15.0,6.0,18.0
22201092,0,1610612756,PHX,Phoenix,44,8,13,6,6,7,0.0,17.0,7.0,27.0,1610612747,LAL,Los Angeles,50,3,17,12,2.0,15.0,12.0,18.0
22201106,0,1610612760,OKC,Oklahoma City,48,16,20,2,1,3,0.0,10.0,5.0,9.0,1610612747,LAL,Los Angeles,54,11,11,17,0.0,11.0,8.0,10.0
22201114,0,1610612741,CHI,Chicago,50,10,15,21,7,5,0.0,9.0,4.0,16.0,1610612747,LAL,Los Angeles,46,12,5,4,0.0,18.0,5.0,34.0
22201140,0,1610612741,CHI,Chicago,58,6,22,3,4,8,0.0,14.0,4.0,19.0,1610612747,LAL,Los Angeles,58,29,19,18,1.0,16.0,11.0,27.0
22201157,0,1610612747,LAL,Los Angeles,64,17,29,14,5,5,0.0,16.0,11.0,14.0,1610612750,MIN,Minnesota,52,18,13,13,0.0,16.0,5.0,17.0
22201196,0,1610612746,LAC,LA,46,8,24,24,2,0,1.0,13.0,4.0,9.0,1610612747,LAL,Los Angeles,54,14,18,1,0.0,14.0,9.0,18.0
22201212,0,1610612747,LAL,Los Angeles,48,18,26,16,10,12,1.0,16.0,8.0,17.0,1610612756,PHX,Phoenix,52,18,18,7,0.0,9.0,5.0,12.0
22201228,0,1610612762,UTA,Utah,76,13,14,3,7,0,0.0,11.0,4.0,13.0,1610612747,LAL,Los Angeles,50,22,26,14,1.0,11.0,8.0,7.0
12200012,0,1610612758,SAC,Sacramento,56,20,14,30,4,3,0.0,7.0,11.0,4.0,1610612747,LAL,Los Angeles,28,11,3,10,3.0,23.0,19.0,30.0
12200022,0,1610612747,LAL,Los Angeles,40,17,16,5,5,0,1.0,17.0,15.0,16.0,1610612756,PHX,Phoenix,44,21,14,11,0.0,11.0,13.0,9.0
12200040,0,1610612747,LAL,Los Angeles,44,7,13,11,12,10,0.0,17.0,5.0,13.0,1610612744,GSW,Golden State,48,7,2,5,0.0,19.0,14.0,28.0
12200057,0,1610612747,LAL,Los Angeles,48,11,19,7,7,10,0.0,20.0,8.0,24.0,1610612750,MIN,Minnesota,52,8,24,15,0.0,12.0,6.0,10.0
12200070,0,1610612747,LAL,Los Angeles,32,6,9,0,2,4,1.0,23.0,10.0,30.0,1610612758,SAC,Sacramento,44,16,7,51,0.0,17.0,17.0,1.0
42200151,0,1610612747,LAL,Los Angeles,56,22,26,16,11,6,2.0,16.0,8.0,15.0,1610612763,MEM,Memphis,56,10,17,8,0.0,12.0,6.0,22.0
42200152,0,1610612747,LAL,Los Angeles,50,15,12,3,5,1,1.0,13.0,7.0,20.0,1610612763,MEM,Memphis,50,11,10,20,0.0,10.0,8.0,9.0
42200153,0,1610612747,LAL,Los Angeles,58,17,18,29,0,0,3.0,16.0,12.0,14.0,1610612763,MEM,Memphis,42,13,19,0,0.0,18.0,4.0,26.0
42200154,0,1610612747,LAL,Los Angeles,54,12,16,15,13,8,0.0,15.0,14.0,16.0,1610612763,MEM,Memphis,58,24,16,7,0.0,13.0,11.0,17.0
42200155,0,1610612747,LAL,Los Angeles,48,18,19,2,2,4,0.0,13.0,8.0,8.0,1610612763,MEM,Memphis,56,17,17,25,0.0,11.0,4.0,10.0
42200156,0,1610612763,MEM,Memphis,32,9,14,4,1,1,0.0,14.0,9.0,19.0,1610612747,LAL,Los Angeles,52,20,24,40,3.0,16.0,11.0,19.0
42200231,0,1610612744,GSW,Golden State,28,14,14,8,17,14,0.0,8.0,5.0,9.0,1610612747,LAL,Los Angeles,54,14,11,14,0.0,8.0,10.0,14.0
42200232,0,1610612744,GSW,Golden State,48,13,17,32,8,5,1.0,16.0,10.0,12.0,1610612747,LAL,Los Angeles,42,8,7,7,0.0,9.0,9.0,14.0
42200233,0,1610612744,GSW,Golden State,44,15,4,11,4,1,0.0,19.0,13.0,27.0,1610612747,LAL,Los Angeles,46,11,11,34,1.0,13.0,8.0,14.0
42200234,0,1610612744,GSW,Golden State,52,8,17,12,14,10,0.0,16.0,5.0,13.0,1610612747,LAL,Los Angeles,46,12,14,5,0.0,14.0,9.0,20.0
42200235,0,1610612747,LAL,Los Angeles,52,10,15,3,9,6,0.0,14.0,3.0,20.0,1610612744,GSW,Golden State,50,18,13,18,2.0,16.0,5.0,20.0
42200236,0,1610612744,GSW,Golden State,44,18,8,0,0,1,1.0,11.0,7.0,10.0,1610612747,LAL,Los Angeles,46,11,22,24,1.0,7.0,9.0,10.0
42200311,0,1610612747,LAL,Los Angeles,48,13,13,2,1,1,0.0,7.0,6.0,5.0,1610612743,DEN,Denver,50,18,19,21,0.0,11.0,4.0,14.0
42200312,0,1610612743,DEN,Denver,46,7,22,12,11,9,2.0,17.0,4.0,21.0,1610612747,LAL,Los Angeles,48,6,21,11,0.0,12.0,8.0,13.0
42200313,0,1610612747,LAL,Los Angeles,52,18,15,2,10,5,0.0,12.0,9.0,13.0,1610612743,DEN,Denver,38,9,19,14,1.0,6.0,9.0,8.0
42200314,0,1610612747,LAL,Los Angeles,62,16,11,15,1,7,0.0,6.0,12.0,7.0,1610612743,DEN,Denver,48,15,9,7,3.0,11.0,6.0,17.0
